timestamp,facility_id,device_id,energy_kwh,operational_load,temperature_c,utilization_percent
2026-05-29 16:00:00,3,7,145.43,82.13,35.55,86.38
2026-05-29 16:00:00,3,8,86.3,84.6,35.55,87.14
2026-05-29 16:00:00,3,9,45.11,81.47,35.55,90.44
2026-05-29 16:00:00,4,10,95.69,94.04,35.55,95.78
2026-05-29 16:00:00,4,11,63.19,81.05,35.55,83.09
2026-05-29 16:00:00,4,12,84.2,88.03,35.55,89.58
2026-05-29 17:00:00,1,1,120.17,94.12,35.18,96.48
2026-05-29 17:00:00,1,2,85.17,100,35.18,98.14
2026-05-29 17:00:00,1,3,39.0,99.48,35.18,100
2026-05-29 17:00:00,2,4,136.98,99.86,35.18,100
2026-05-29 17:00:00,2,5,91.89,97.45,35.18,100
2026-05-29 17:00:00,2,6,46.91,96.89,35.18,97.37
2026-05-29 17:00:00,3,7,156.54,90.39,35.18,97.55
2026-05-29 17:00:00,3,8,90.91,91.53,35.18,96.52
2026-05-29 17:00:00,3,9,51.26,98.28,35.18,96.51
2026-05-29 17:00:00,4,10,105.1,100,35.18,99.97
2026-05-29 17:00:00,4,11,73.69,95.41,35.18,94.09
2026-05-29 17:00:00,4,12,93.59,96.46,35.18,100
2026-05-29 18:00:00,1,1,117.62,98.13,32.94,96.77
2026-05-29 18:00:00,1,2,74.46,100,32.94,99.03
2026-05-29 18:00:00,1,3,38.35,91.74,32.94,90.3
2026-05-29 18:00:00,2,4,132.5,96.02,32.94,100
2026-05-29 18:00:00,2,5,93.05,96.24,32.94,94.77
2026-05-29 18:00:00,2,6,45.04,97.02,32.94,95.0
2026-05-29 18:00:00,3,7,142.99,96.13,32.94,96.9
2026-05-29 18:00:00,3,8,95.01,93.07,32.94,92.81
2026-05-29 18:00:00,3,9,56.56,83.57,32.94,87.72
2026-05-29 18:00:00,4,10,102.93,100,32.94,100
2026-05-29 18:00:00,4,11,69.16,95.05,32.94,98.94
2026-05-29 18:00:00,4,12,85.4,98.34,32.94,100
2026-05-29 19:00:00,1,1,115.36,91.79,32.82,98.22
2026-05-29 19:00:00,1,2,76.13,98.3,32.82,96.81
2026-05-29 19:00:00,1,3,40.96,92.17,32.82,91.54
2026-05-29 19:00:00,2,4,130.86,97.98,32.82,97.63
2026-05-29 19:00:00,2,5,91.19,85.28,32.82,93.05
2026-05-29 19:00:00,2,6,46.34,92.12,32.82,95.07
2026-05-29 19:00:00,3,7,149.78,96.78,32.82,100
2026-05-29 19:00:00,3,8,100.68,90.55,32.82,91.53
2026-05-29 19:00:00,3,9,49.37,92.02,32.82,94.5
2026-05-29 19:00:00,4,10,99.33,100,32.82,100
2026-05-29 19:00:00,4,11,72.0,93.84,32.82,96.42
2026-05-29 19:00:00,4,12,85.38,100,32.82,100
2026-05-29 20:00:00,1,1,116.36,89.98,32.66,90.1
2026-05-29 20:00:00,1,2,78.58,100,32.66,100
2026-05-29 20:00:00,1,3,38.02,100,32.66,100
2026-05-29 20:00:00,2,4,129.88,90.93,32.66,95.64
2026-05-29 20:00:00,2,5,94.11,99.23,32.66,97.63
2026-05-29 20:00:00,2,6,45.35,97.71,32.66,92.34
2026-05-29 20:00:00,3,7,156.65,100,32.66,90.47
2026-05-29 20:00:00,3,8,97.83,100,32.66,100
2026-05-29 20:00:00,3,9,52.03,96.7,32.66,100
2026-05-29 20:00:00,4,10,99.56,99.39,32.66,100
2026-05-29 20:00:00,4,11,74.61,96.42,32.66,94.85
2026-05-29 20:00:00,4,12,96.99,89.67,32.66,87.73
2026-05-29 21:00:00,1,1,70.65,73.78,29.07,72.62
2026-05-29 21:00:00,1,2,49.6,68.33,29.07,67.69
2026-05-29 21:00:00,1,3,24.09,75.38,29.07,70.51
2026-05-29 21:00:00,2,4,75.14,66.49,29.07,63.21
2026-05-29 21:00:00,2,5,57.59,64.86,29.07,65.35
2026-05-29 21:00:00,2,6,31.58,56.67,29.07,58.56
2026-05-29 21:00:00,3,7,85.92,66.01,29.07,72.01
2026-05-29 21:00:00,3,8,62.15,58.37,29.07,60.77
2026-05-29 21:00:00,3,9,34.06,67.18,29.07,66.15
2026-05-29 21:00:00,4,10,59.25,60.41,29.07,56.76
2026-05-29 21:00:00,4,11,43.04,59.45,29.07,61.35
2026-05-29 21:00:00,4,12,60.64,58.32,29.07,58.35
2026-05-29 22:00:00,1,1,70.93,55.17,28.32,59.72
2026-05-29 22:00:00,1,2,45.14,60.9,28.32,62.71
2026-05-29 22:00:00,1,3,25.24,69.4,28.32,69.34
2026-05-29 22:00:00,2,4,76.81,55.96,28.32,60.13
2026-05-29 22:00:00,2,5,52.57,70.1,28.32,61.94
2026-05-29 22:00:00,2,6,30.69,68.21,28.32,70.6
2026-05-29 22:00:00,3,7,88.8,68.97,28.32,65.85
2026-05-29 22:00:00,3,8,64.14,68.18,28.32,65.63
2026-05-29 22:00:00,3,9,34.66,65.12,28.32,66.79
2026-05-29 22:00:00,4,10,53.53,62.91,28.32,64.72
2026-05-29 22:00:00,4,11,44.15,74.74,28.32,72.57
2026-05-29 22:00:00,4,12,61.5,59.62,28.32,65.46
2026-05-29 23:00:00,1,1,64.69,64.37,28.05,62.43
2026-05-29 23:00:00,1,2,44.73,54.9,28.05,63.75
2026-05-29 23:00:00,1,3,23.56,58.23,28.05,57.32
2026-05-29 23:00:00,2,4,74.36,53.83,28.05,57.41
2026-05-29 23:00:00,2,5,58.42,66.64,28.05,64.8
2026-05-29 23:00:00,2,6,28.86,60.81,28.05,61.72
2026-05-29 23:00:00,3,7,87.22,62.83,28.05,61.19
2026-05-29 23:00:00,3,8,63.68,67.25,28.05,70.89
2026-05-29 23:00:00,3,9,35.75,81.93,28.05,76.91
2026-05-29 23:00:00,4,10,54.99,73.41,28.05,73.66
2026-05-29 23:00:00,4,11,45.94,64.43,28.05,62.06
2026-05-29 23:00:00,4,12,62.65,69.25,28.05,63.05
2026-05-30 00:00:00,1,1,27.38,24.95,25.94,24.0
2026-05-30 00:00:00,1,2,18.98,38.14,25.94,33.51
2026-05-30 00:00:00,1,3,11.24,30.91,25.94,30.62
2026-05-30 00:00:00,2,4,33.04,32.35,25.94,29.74
2026-05-30 00:00:00,2,5,26.99,34.42,25.94,29.86
2026-05-30 00:00:00,2,6,13.53,48.68,25.94,38.51
2026-05-30 00:00:00,3,7,39.94,38.12,25.94,32.65
2026-05-30 00:00:00,3,8,31.59,18.45,25.94,22.03
2026-05-30 00:00:00,3,9,14.36,24.4,25.94,23.61
2026-05-30 00:00:00,4,10,27.92,20.46,25.94,22.35
2026-05-30 00:00:00,4,11,18.48,29.7,25.94,25.73
2026-05-30 00:00:00,4,12,23.28,18.17,25.94,25.55
2026-05-30 01:00:00,1,1,25.18,31.93,25.56,32.28
2026-05-30 01:00:00,1,2,20.18,32.79,25.56,29.66
2026-05-30 01:00:00,1,3,19.15,29.78,25.56,26.81
2026-05-30 01:00:00,2,4,28.0,30.07,25.56,23.96
2026-05-30 01:00:00,2,5,24.76,19.32,25.56,18.7
2026-05-30 01:00:00,2,6,11.51,33.06,25.56,34.0
2026-05-30 01:00:00,3,7,40.3,27.95,25.56,29.53
2026-05-30 01:00:00,3,8,32.03,35.11,25.56,34.61
2026-05-30 01:00:00,3,9,17.01,24.31,25.56,21.5
2026-05-30 01:00:00,4,10,24.6,23.0,25.56,26.34
2026-05-30 01:00:00,4,11,20.12,32.33,25.56,25.39
2026-05-30 01:00:00,4,12,27.67,29.28,25.56,26.53
2026-05-30 02:00:00,1,1,26.86,33.44,22.95,29.38
2026-05-30 02:00:00,1,2,21.25,32.05,22.95,31.8
2026-05-30 02:00:00,1,3,13.61,31.88,22.95,33.09
2026-05-30 02:00:00,2,4,33.07,20.12,22.95,21.69
2026-05-30 02:00:00,2,5,22.78,26.17,22.95,25.44
2026-05-30 02:00:00,2,6,14.23,27.32,22.95,26.19
2026-05-30 02:00:00,3,7,31.45,31.31,22.95,30.0
2026-05-30 02:00:00,3,8,30.16,29.66,22.95,32.81
2026-05-30 02:00:00,3,9,14.98,19.76,22.95,22.9
2026-05-30 02:00:00,4,10,25.53,32.88,22.95,31.75
2026-05-30 02:00:00,4,11,20.28,20.25,22.95,28.98
2026-05-30 02:00:00,4,12,24.34,28.0,22.95,24.44
2026-05-30 03:00:00,1,1,30.4,36.11,25.92,36.36
2026-05-30 03:00:00,1,2,25.65,26.85,25.92,27.36
2026-05-30 03:00:00,1,3,12.34,29.67,25.92,30.19
2026-05-30 03:00:00,2,4,35.2,30.44,25.92,28.71
2026-05-30 03:00:00,2,5,24.05,31.19,25.92,27.99
2026-05-30 03:00:00,2,6,14.89,29.77,25.92,31.59
2026-05-30 03:00:00,3,7,34.65,27.43,25.92,24.58
2026-05-30 03:00:00,3,8,35.7,28.34,25.92,26.21
2026-05-30 03:00:00,3,9,16.09,35.25,25.92,32.34
2026-05-30 03:00:00,4,10,25.72,32.83,25.92,28.08
2026-05-30 03:00:00,4,11,20.53,32.42,25.92,32.77
2026-05-30 03:00:00,4,12,29.81,21.07,25.92,23.91
2026-05-30 04:00:00,1,1,29.98,27.95,26.68,25.45
2026-05-30 04:00:00,1,2,17.87,22.77,26.68,23.19
2026-05-30 04:00:00,1,3,11.23,30.23,26.68,30.65
2026-05-30 04:00:00,2,4,38.33,36.85,26.68,34.16
2026-05-30 04:00:00,2,5,24.94,27.33,26.68,30.07
2026-05-30 04:00:00,2,6,12.12,25.4,26.68,28.74
2026-05-30 04:00:00,3,7,36.13,26.65,26.68,30.65
2026-05-30 04:00:00,3,8,26.58,23.89,26.68,22.41
2026-05-30 04:00:00,3,9,15.06,26.98,26.68,27.39
2026-05-30 04:00:00,4,10,27.32,38.3,26.68,38.05
2026-05-30 04:00:00,4,11,21.32,23.94,26.68,28.01
2026-05-30 04:00:00,4,12,31.5,27.85,26.68,25.63
2026-05-30 05:00:00,1,1,31.01,25.82,26.53,27.49
2026-05-30 05:00:00,1,2,24.08,39.12,26.53,28.86
2026-05-30 05:00:00,1,3,12.38,31.75,26.53,31.75
2026-05-30 05:00:00,2,4,35.46,42.66,26.53,37.13
2026-05-30 05:00:00,2,5,27.35,32.23,26.53,34.26
2026-05-30 05:00:00,2,6,14.22,18.22,26.53,22.73
2026-05-30 05:00:00,3,7,37.48,34.38,26.53,32.42
2026-05-30 05:00:00,3,8,27.47,32.81,26.53,33.17
2026-05-30 05:00:00,3,9,14.62,26.13,26.53,25.28
2026-05-30 05:00:00,4,10,24.43,31.83,26.53,31.59
2026-05-30 05:00:00,4,11,19.35,27.35,26.53,28.06
2026-05-30 05:00:00,4,12,24.54,25.42,26.53,28.78
2026-05-30 06:00:00,1,1,38.65,45.69,28.75,49.25
2026-05-30 06:00:00,1,2,28.05,41.06,28.75,41.35
2026-05-30 06:00:00,1,3,14.83,29.1,28.75,36.29
2026-05-30 06:00:00,2,4,45.38,36.72,28.75,37.57
2026-05-30 06:00:00,2,5,37.75,36.7,28.75,36.36
2026-05-30 06:00:00,2,6,18.56,43.48,28.75,40.51
2026-05-30 06:00:00,3,7,44.8,45.17,28.75,40.89
2026-05-30 06:00:00,3,8,41.59,41.44,28.75,42.5
2026-05-30 06:00:00,3,9,25.67,41.33,28.75,44.64
2026-05-30 06:00:00,4,10,38.58,32.63,28.75,34.31
2026-05-30 06:00:00,4,11,29.52,37.66,28.75,33.38
2026-05-30 06:00:00,4,12,36.01,35.06,28.75,38.06
2026-05-30 07:00:00,1,1,43.65,31.78,29.07,32.69
2026-05-30 07:00:00,1,2,31.37,45.15,29.07,39.86
2026-05-30 07:00:00,1,3,16.21,38.98,29.07,39.74
2026-05-30 07:00:00,2,4,49.74,39.2,29.07,43.09
2026-05-30 07:00:00,2,5,32.71,44.95,29.07,39.51
2026-05-30 07:00:00,2,6,16.81,34.56,29.07,33.69
2026-05-30 07:00:00,3,7,51.64,29.97,29.07,31.52
2026-05-30 07:00:00,3,8,36.7,33.78,29.07,39.31
2026-05-30 07:00:00,3,9,21.04,31.82,29.07,34.13
2026-05-30 07:00:00,4,10,34.28,46.89,29.07,43.47
2026-05-30 07:00:00,4,11,30.58,45.01,29.07,40.93
2026-05-30 07:00:00,4,12,38.24,38.03,29.07,42.15
2026-05-30 08:00:00,1,1,49.32,43.57,30.56,39.43
2026-05-30 08:00:00,1,2,30.75,41.73,30.56,43.51
2026-05-30 08:00:00,1,3,15.42,52.6,30.56,48.24
2026-05-30 08:00:00,2,4,48.51,39.69,30.56,42.95
2026-05-30 08:00:00,2,5,39.05,31.85,30.56,37.61
2026-05-30 08:00:00,2,6,18.59,36.92,30.56,41.84
2026-05-30 08:00:00,3,7,59.68,45.63,30.56,50.49
2026-05-30 08:00:00,3,8,38.04,29.91,30.56,34.63
2026-05-30 08:00:00,3,9,20.75,37.34,30.56,39.26
2026-05-30 08:00:00,4,10,35.56,51.5,30.56,47.84
2026-05-30 08:00:00,4,11,28.67,34.02,30.56,35.69
2026-05-30 08:00:00,4,12,38.75,40.58,30.56,40.37
2026-05-30 09:00:00,1,1,63.94,49.22,32.85,51.62
2026-05-30 09:00:00,1,2,47.1,56.49,32.85,58.05
2026-05-30 09:00:00,1,3,20.99,58.32,32.85,52.43
2026-05-30 09:00:00,2,4,80.08,50.04,32.85,50.3
2026-05-30 09:00:00,2,5,51.21,59.4,32.85,53.96
2026-05-30 09:00:00,2,6,25.09,43.13,32.85,46.32
2026-05-30 09:00:00,3,7,87.91,54.89,32.85,51.11
2026-05-30 09:00:00,3,8,52.37,47.87,32.85,48.7
2026-05-30 09:00:00,3,9,30.45,48.8,32.85,48.91
2026-05-30 09:00:00,4,10,55.21,59.51,32.85,55.86
2026-05-30 09:00:00,4,11,39.33,48.94,32.85,55.18
2026-05-30 09:00:00,4,12,55.13,60.43,32.85,57.08
2026-05-30 10:00:00,1,1,65.27,65.72,32.92,56.24
2026-05-30 10:00:00,1,2,45.21,58.05,32.92,58.16
2026-05-30 10:00:00,1,3,21.88,57.64,32.92,55.81
2026-05-30 10:00:00,2,4,71.83,47.11,32.92,51.11
2026-05-30 10:00:00,2,5,53.34,61.7,32.92,61.18
2026-05-30 10:00:00,2,6,25.23,50.02,32.92,52.02
2026-05-30 10:00:00,3,7,85.47,53.09,32.92,51.17
2026-05-30 10:00:00,3,8,50.9,52.62,32.92,56.45
2026-05-30 10:00:00,3,9,29.85,63.3,32.92,58.56
2026-05-30 10:00:00,4,10,56.0,62.39,32.92,56.83
2026-05-30 10:00:00,4,11,37.4,63.29,32.92,56.82
2026-05-30 10:00:00,4,12,50.92,53.56,32.92,55.31
2026-05-30 11:00:00,1,1,69.7,46.13,35.47,51.0
2026-05-30 11:00:00,1,2,48.05,51.02,35.47,53.66
2026-05-30 11:00:00,1,3,21.38,52.8,35.47,59.46
2026-05-30 11:00:00,2,4,79.85,66.63,35.47,55.74
2026-05-30 11:00:00,2,5,58.85,52.34,35.47,55.32
2026-05-30 11:00:00,2,6,23.75,48.96,35.47,52.53
2026-05-30 11:00:00,3,7,91.25,65.69,35.47,56.55
2026-05-30 11:00:00,3,8,51.27,52.85,35.47,54.58
2026-05-30 11:00:00,3,9,31.11,47.2,35.47,52.61
2026-05-30 11:00:00,4,10,60.58,60.25,35.47,56.39
2026-05-30 11:00:00,4,11,40.34,60.66,35.47,57.51
2026-05-30 11:00:00,4,12,50.55,59.83,35.47,58.49
2026-05-30 12:00:00,1,1,69.48,55.55,33.46,54.99
2026-05-30 12:00:00,1,2,45.35,61.14,33.46,62.36
2026-05-30 12:00:00,1,3,20.31,56.3,33.46,56.37
2026-05-30 12:00:00,2,4,76.69,57.57,33.46,59.8
2026-05-30 12:00:00,2,5,48.84,63.52,33.46,57.52
2026-05-30 12:00:00,2,6,25.68,55.96,33.46,52.53
2026-05-30 12:00:00,3,7,84.8,64.16,33.46,60.89
2026-05-30 12:00:00,3,8,60.32,57.8,33.46,57.79
2026-05-30 12:00:00,3,9,30.94,48.43,33.46,49.94
2026-05-30 12:00:00,4,10,60.56,56.73,33.46,58.3
2026-05-30 12:00:00,4,11,41.74,58.31,33.46,53.49
2026-05-30 12:00:00,4,12,53.81,53.33,33.46,57.18
2026-05-30 13:00:00,1,1,69.94,61.16,34.93,59.86
2026-05-30 13:00:00,1,2,49.07,53.52,34.93,55.76
2026-05-30 13:00:00,1,3,22.81,63.13,34.93,63.75
2026-05-30 13:00:00,2,4,83.54,58.32,34.93,56.42
2026-05-30 13:00:00,2,5,50.08,57.44,34.93,59.54
2026-05-30 13:00:00,2,6,25.75,59.34,34.93,64.27
2026-05-30 13:00:00,3,7,94.5,57.15,34.93,53.84
2026-05-30 13:00:00,3,8,54.59,52.47,34.93,54.44
2026-05-30 13:00:00,3,9,31.96,73.43,34.93,69.03
2026-05-30 13:00:00,4,10,61.56,62.09,34.93,57.94
2026-05-30 13:00:00,4,11,45.78,55.07,34.93,55.59
2026-05-30 13:00:00,4,12,54.32,59.89,34.93,62.93
2026-05-30 14:00:00,1,1,79.91,63.97,34.87,67.13
2026-05-30 14:00:00,1,2,48.67,56.99,34.87,59.3
2026-05-30 14:00:00,1,3,25.15,73.93,34.87,65.0
2026-05-30 14:00:00,2,4,82.38,58.41,34.87,57.52
2026-05-30 14:00:00,2,5,51.95,56.65,34.87,60.58
2026-05-30 14:00:00,2,6,28.87,65.48,34.87,60.61
2026-05-30 14:00:00,3,7,100.14,59.06,34.87,55.61
2026-05-30 14:00:00,3,8,59.36,58.72,34.87,63.57
2026-05-30 14:00:00,3,9,31.82,60.26,34.87,60.2
2026-05-30 14:00:00,4,10,68.29,74.33,34.87,68.68
2026-05-30 14:00:00,4,11,43.59,46.04,34.87,48.96
2026-05-30 14:00:00,4,12,58.93,60.42,34.87,67.43
2026-05-30 15:00:00,1,1,77.23,67.64,36.49,61.9
2026-05-30 15:00:00,1,2,50.92,56.6,36.49,61.28
2026-05-30 15:00:00,1,3,25.31,65.7,36.49,59.98
2026-05-30 15:00:00,2,4,90.33,55.36,36.49,58.85
2026-05-30 15:00:00,2,5,58.53,60.74,36.49,56.63
2026-05-30 15:00:00,2,6,25.88,59.14,36.49,59.06
2026-05-30 15:00:00,3,7,101.14,69.75,36.49,69.59
2026-05-30 15:00:00,3,8,63.37,72.8,36.49,72.46
2026-05-30 15:00:00,3,9,33.47,55.54,36.49,60.24
2026-05-30 15:00:00,4,10,66.81,66.66,36.49,60.79
2026-05-30 15:00:00,4,11,46.06,52.99,36.49,54.34
2026-05-30 15:00:00,4,12,56.15,62.63,36.49,60.9
2026-05-30 16:00:00,1,1,78.78,60.89,36.89,62.31
2026-05-30 16:00:00,1,2,50.49,67.15,36.89,66.17
2026-05-30 16:00:00,1,3,24.24,61.39,36.89,61.17
2026-05-30 16:00:00,2,4,93.45,59.81,36.89,62.62
2026-05-30 16:00:00,2,5,64.28,61.58,36.89,61.51
2026-05-30 16:00:00,2,6,29.98,60.54,36.89,56.63
2026-05-30 16:00:00,3,7,100.82,62.78,36.89,63.95
2026-05-30 16:00:00,3,8,55.66,61.73,36.89,63.43
2026-05-30 16:00:00,3,9,33.95,58.07,36.89,55.06
2026-05-30 16:00:00,4,10,69.86,52.46,36.89,53.95
2026-05-30 16:00:00,4,11,45.65,46.63,36.89,48.51
2026-05-30 16:00:00,4,12,55.6,69.5,36.89,61.67
2026-05-30 17:00:00,1,1,87.21,66.56,35.93,70.35
2026-05-30 17:00:00,1,2,54.32,68.23,35.93,67.07
2026-05-30 17:00:00,1,3,29.52,75.08,35.93,73.84
2026-05-30 17:00:00,2,4,103.47,62.91,35.93,68.17
2026-05-30 17:00:00,2,5,68.79,76.07,35.93,73.92
2026-05-30 17:00:00,2,6,33.49,62.44,35.93,67.76
2026-05-30 17:00:00,3,7,112.89,64.78,35.93,64.68
2026-05-30 17:00:00,3,8,72.0,65.54,35.93,63.35
2026-05-30 17:00:00,3,9,36.66,70.92,35.93,67.16
2026-05-30 17:00:00,4,10,71.47,74.86,35.93,78.09
2026-05-30 17:00:00,4,11,53.81,59.57,35.93,59.21
2026-05-30 17:00:00,4,12,63.25,50.98,35.93,57.96
2026-05-30 18:00:00,1,1,78.5,59.63,32.12,64.71
2026-05-30 18:00:00,1,2,54.89,68.99,32.12,68.56
2026-05-30 18:00:00,1,3,29.13,75.58,32.12,70.22
2026-05-30 18:00:00,2,4,89.54,60.32,32.12,63.26
2026-05-30 18:00:00,2,5,65.38,69.16,32.12,72.31
2026-05-30 18:00:00,2,6,31.15,70.46,32.12,71.75
2026-05-30 18:00:00,3,7,104.58,79.97,32.12,75.47
2026-05-30 18:00:00,3,8,67.23,60.85,32.12,68.15
2026-05-30 18:00:00,3,9,37.37,49.37,32.12,55.9
2026-05-30 18:00:00,4,10,69.09,53.97,32.12,59.28
2026-05-30 18:00:00,4,11,46.88,71.81,32.12,70.96
2026-05-30 18:00:00,4,12,72.14,64.42,32.12,65.39
2026-05-30 19:00:00,1,1,75.05,67.79,32.19,68.07
2026-05-30 19:00:00,1,2,53.63,67.29,32.19,64.08
2026-05-30 19:00:00,1,3,25.7,68.45,32.19,69.0
2026-05-30 19:00:00,2,4,95.41,73.41,32.19,70.26
2026-05-30 19:00:00,2,5,63.77,58.32,32.19,62.65
2026-05-30 19:00:00,2,6,32.88,73.59,32.19,75.58
2026-05-30 19:00:00,3,7,107.44,66.37,32.19,72.89
2026-05-30 19:00:00,3,8,69.75,55.14,32.19,65.67
2026-05-30 19:00:00,3,9,35.55,65.78,32.19,76.98
2026-05-30 19:00:00,4,10,66.98,61.17,32.19,66.9
2026-05-30 19:00:00,4,11,51.52,69.85,32.19,66.16
2026-05-30 19:00:00,4,12,65.91,66.56,32.19,68.42
2026-05-30 20:00:00,1,1,82.36,71.17,32.04,68.26
2026-05-30 20:00:00,1,2,54.4,65.81,32.04,66.77
2026-05-30 20:00:00,1,3,28.52,66.07,32.04,67.2
2026-05-30 20:00:00,2,4,85.25,78.89,32.04,73.42
2026-05-30 20:00:00,2,5,63.83,54.34,32.04,66.8
2026-05-30 20:00:00,2,6,32.48,64.77,32.04,65.5
2026-05-30 20:00:00,3,7,99.93,62.73,32.04,62.97
2026-05-30 20:00:00,3,8,68.29,78.4,32.04,75.26
2026-05-30 20:00:00,3,9,35.48,68.02,32.04,73.52
2026-05-30 20:00:00,4,10,66.47,68.13,32.04,66.49
2026-05-30 20:00:00,4,11,48.22,64.98,32.04,63.91
2026-05-30 20:00:00,4,12,61.35,72.83,32.04,77.66
2026-05-30 21:00:00,1,1,49.98,36.67,29.73,43.84
2026-05-30 21:00:00,1,2,32.95,49.36,29.73,46.62
2026-05-30 21:00:00,1,3,16.77,37.14,29.73,35.5
2026-05-30 21:00:00,2,4,56.3,34.49,29.73,40.56
2026-05-30 21:00:00,2,5,39.4,30.43,29.73,37.17
2026-05-30 21:00:00,2,6,23.1,48.76,29.73,44.59
2026-05-30 21:00:00,3,7,65.45,32.42,29.73,33.02
2026-05-30 21:00:00,3,8,44.13,46.27,29.73,35.73
2026-05-30 21:00:00,3,9,21.16,44.83,29.73,46.22
2026-05-30 21:00:00,4,10,39.28,47.71,29.73,47.86
2026-05-30 21:00:00,4,11,32.94,46.5,29.73,49.42
2026-05-30 21:00:00,4,12,40.66,41.48,29.73,43.9
2026-05-30 22:00:00,1,1,47.0,33.76,28.99,41.35
2026-05-30 22:00:00,1,2,34.09,35.14,28.99,34.83
2026-05-30 22:00:00,1,3,19.43,52.16,28.99,49.51
2026-05-30 22:00:00,2,4,53.78,47.03,28.99,49.36
2026-05-30 22:00:00,2,5,39.45,31.83,28.99,33.52
2026-05-30 22:00:00,2,6,44.38,46.87,28.99,48.51
2026-05-30 22:00:00,3,7,63.13,47.31,28.99,49.73
2026-05-30 22:00:00,3,8,42.85,46.36,28.99,45.99
2026-05-30 22:00:00,3,9,23.64,34.05,28.99,37.27
2026-05-30 22:00:00,4,10,42.85,45.44,28.99,43.2
2026-05-30 22:00:00,4,11,28.55,41.93,28.99,43.38
2026-05-30 22:00:00,4,12,44.4,48.75,28.99,51.19
2026-05-30 23:00:00,1,1,38.9,40.45,27.17,41.92
2026-05-30 23:00:00,1,2,35.78,42.85,27.17,38.87
2026-05-30 23:00:00,1,3,15.44,44.38,27.17,43.11
2026-05-30 23:00:00,2,4,55.28,40.94,27.17,41.62
2026-05-30 23:00:00,2,5,35.69,32.45,27.17,40.43
2026-05-30 23:00:00,2,6,21.42,49.79,27.17,45.9
2026-05-30 23:00:00,3,7,57.88,58.74,27.17,54.39
2026-05-30 23:00:00,3,8,45.5,46.97,27.17,47.44
2026-05-30 23:00:00,3,9,23.94,43.66,27.17,40.99
2026-05-30 23:00:00,4,10,37.09,43.58,27.17,46.49
2026-05-30 23:00:00,4,11,31.6,37.89,27.17,40.77
2026-05-30 23:00:00,4,12,39.45,50.25,27.17,44.44
2026-05-31 00:00:00,1,1,38.29,30.04,26.99,30.54
2026-05-31 00:00:00,1,2,22.13,28.68,26.99,28.18
2026-05-31 00:00:00,1,3,10.28,33.99,26.99,34.87
2026-05-31 00:00:00,2,4,31.12,32.2,26.99,32.2
2026-05-31 00:00:00,2,5,21.81,14.27,26.99,20.32
2026-05-31 00:00:00,2,6,14.24,23.95,26.99,28.01
2026-05-31 00:00:00,3,7,41.97,33.24,26.99,33.2
2026-05-31 00:00:00,3,8,28.14,30.48,26.99,29.48
2026-05-31 00:00:00,3,9,12.78,27.21,26.99,29.67
2026-05-31 00:00:00,4,10,24.5,31.09,26.99,29.23
2026-05-31 00:00:00,4,11,19.35,24.84,26.99,27.09
2026-05-31 00:00:00,4,12,28.82,21.1,26.99,22.73
2026-05-31 01:00:00,1,1,28.56,36.03,23.84,32.1
2026-05-31 01:00:00,1,2,21.5,23.69,23.84,24.66
2026-05-31 01:00:00,1,3,8.83,31.95,23.84,30.99
2026-05-31 01:00:00,2,4,31.82,30.42,23.84,36.65
2026-05-31 01:00:00,2,5,24.2,36.1,23.84,39.41
2026-05-31 01:00:00,2,6,12.91,28.81,23.84,29.36
2026-05-31 01:00:00,3,7,35.85,27.15,23.84,29.74
2026-05-31 01:00:00,3,8,24.23,28.45,23.84,26.73
2026-05-31 01:00:00,3,9,15.21,28.81,23.84,27.91
2026-05-31 01:00:00,4,10,22.85,26.33,23.84,25.29
2026-05-31 01:00:00,4,11,16.78,39.39,23.84,38.62
2026-05-31 01:00:00,4,12,23.7,22.64,23.84,20.76
2026-05-31 02:00:00,1,1,30.53,17.84,24.72,20.6
2026-05-31 02:00:00,1,2,19.92,25.85,24.72,27.9
2026-05-31 02:00:00,1,3,11.22,43.36,24.72,34.25
2026-05-31 02:00:00,2,4,31.8,29.75,24.72,27.74
2026-05-31 02:00:00,2,5,27.84,25.73,24.72,27.71
2026-05-31 02:00:00,2,6,15.07,25.82,24.72,20.47
2026-05-31 02:00:00,3,7,39.19,26.33,24.72,24.79
2026-05-31 02:00:00,3,8,31.44,29.15,24.72,30.13
2026-05-31 02:00:00,3,9,10.71,23.45,24.72,28.87
2026-05-31 02:00:00,4,10,23.47,35.8,24.72,35.61
2026-05-31 02:00:00,4,11,24.41,28.35,24.72,23.42
2026-05-31 02:00:00,4,12,27.99,38.4,24.72,32.18
2026-05-31 03:00:00,1,1,26.79,35.09,28.1,26.65
2026-05-31 03:00:00,1,2,22.95,36.81,28.1,38.27
2026-05-31 03:00:00,1,3,10.36,25.04,28.1,29.44
2026-05-31 03:00:00,2,4,31.71,21.2,28.1,27.89
2026-05-31 03:00:00,2,5,25.4,31.95,28.1,27.89
2026-05-31 03:00:00,2,6,13.71,37.02,28.1,34.13
2026-05-31 03:00:00,3,7,34.62,24.44,28.1,21.08
2026-05-31 03:00:00,3,8,29.64,36.08,28.1,37.14
2026-05-31 03:00:00,3,9,15.07,34.34,28.1,36.26
2026-05-31 03:00:00,4,10,23.77,31.03,28.1,26.34
